participant,clip_title,timestamp,avg_bpm,bpm_drift,max_bpm,hr_sequence,self_reported_valence,self_reported_arousal,V_Cognitive_Alignment,V_Emotional_Resonance,V_Avg_Drift,A_Cognitive_Alignment,A_Emotional_Resonance,A_Avg_Drift,movie_name
ajaycc17,TheFaultInOurStars_063.mp4,2025-12-25 12:35:53.639,98.24,0,103,"[98, 103, 102, 101, 100, 101, 102, 103, 98, 95, 99, 98, 98, 97, 94, 93, 95, 95, 96, 97, 98]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_064.mp4,2025-10-17 08:20:41.863,82.21,2,85,"[81, 83, 84, 83, 83, 84, 83, 80, 80, 80, 82, 84, 85, 82, 80, 81, 82, 82, 83]",5,5,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_064.mp4,2025-10-23 15:54:53.949,64.95,-3,70,"[70, 69, 63, 62, 61, 62, 65, 68, 67, 66, 67, 64, 62, 63, 64, 65, 63, 66, 67]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_064.mp4,2025-11-06 10:48:34.517,72.71,-3,78,"[74, 75, 76, 77, 76, 73, 74, 73, 73, 72, 75, 78, 74, 71, 70, 69, 68, 67, 70, 71, 71]",4,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_064.mp4,2025-11-16 13:33:57.826,84.65,-6,90,"[90, 87, 82, 84, 85, 84, 83, 86, 89, 85, 83, 82, 84, 85, 86, 85, 82, 83, 84, 84]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_064.mp4,2025-11-21 13:26:17.046,94.65,-10,103,"[103, 96, 90, 89, 88, 93, 98, 99, 100, 98, 97, 96, 92, 90, 92, 94, 96, 97, 95, 94, 93, 94, 93]",4,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_065.mp4,2025-10-15 17:19:16.388,67.23,-3,72,"[69, 71, 70, 67, 63, 64, 65, 64, 65, 66, 68, 70, 72, 69, 64, 64, 67, 68, 69, 70, 68, 66]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_065.mp4,2025-10-17 09:39:24.428,79.68,-5,83,"[83, 82, 81, 82, 83, 82, 80, 79, 80, 79, 78, 78, 78, 79, 78, 77, 78, 79, 78]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_065.mp4,2025-11-06 09:08:54.285,77.63,10,85,"[75, 76, 75, 77, 80, 79, 77, 76, 76, 77, 79, 79, 78, 76, 75, 75, 78, 82, 85]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_065.mp4,2025-11-20 08:06:43.492,75.47,-5,83,"[81, 83, 79, 76, 74, 73, 72, 70, 71, 72, 74, 75, 76, 77, 77, 77, 76]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_065.mp4,2025-12-25 13:29:58.467,96.09,-7,104,"[98, 99, 100, 104, 103, 101, 98, 95, 96, 98, 104, 96, 94, 92, 89, 90, 88, 90, 94, 99, 95, 91]",5,1,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheFaultInOurStars_066.mp4,2025-10-17 08:43:52.669,84.4,-1,88,"[82, 81, 81, 82, 85, 85, 87, 86, 85, 86, 87, 88, 87, 86, 85, 86, 86, 83, 79, 81]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_066.mp4,2025-10-22 07:14:36.635,62.0,-2,69,"[67, 69, 67, 64, 64, 63, 60, 60, 62, 60, 59, 58, 57, 57, 58, 59, 63, 66, 65]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_066.mp4,2025-10-28 15:33:08.516,75.71,3,79,"[76, 76, 77, 76, 76, 75, 74, 75, 76, 76, 76, 74, 73, 72, 77, 79, 79]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_066.mp4,2025-10-29 10:58:34.452,78.47,1,80,"[78, 78, 77, 79, 78, 77, 79, 80, 79, 79, 78, 79, 78, 79, 79]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_066.mp4,2025-11-20 07:55:36.105,79.88,3,84,"[77, 78, 78, 78, 80, 83, 84, 83, 80, 79, 79, 80, 79, 79, 80, 81, 80]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_066.mp4,2025-12-25 13:34:08.106,93.06,1,96,"[94, 94, 93, 93, 91, 90, 89, 90, 94, 96, 95, 94, 95, 93, 92, 93, 94, 95]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_067.mp4,2025-10-23 15:45:07.157,64.48,-4,72,"[68, 69, 66, 65, 68, 71, 72, 63, 61, 62, 61, 62, 61, 60, 61, 66, 64, 63, 62, 65, 64]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_067.mp4,2025-10-28 15:39:13.355,77.29,-5,85,"[79, 80, 84, 85, 84, 81, 79, 77, 76, 75, 73, 72, 73, 74, 73, 75, 74]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_067.mp4,2025-10-29 11:11:13.251,75.28,0,79,"[76, 79, 78, 77, 76, 75, 76, 75, 74, 73, 72, 74, 76, 75, 74, 74, 75, 76]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_067.mp4,2025-11-21 12:55:43.062,90.45,0,95,"[90, 89, 89, 90, 90, 89, 89, 91, 92, 91, 88, 87, 88, 91, 92, 91, 95, 95, 92, 90]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_067.mp4,2025-12-09 13:58:35.520,104.24,-7,109,"[105, 106, 105, 102, 104, 103, 101, 104, 103, 104, 104, 105, 106, 108, 109, 108, 102, 106, 104, 102, 98]",5,4,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_068.mp4,2025-10-15 16:32:19.676,69.2,-1,72,"[69, 70, 69, 69, 69, 70, 72, 71, 69, 68, 69, 68, 69, 69, 69, 68, 69, 70, 69, 68]",4,5,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_068.mp4,2025-10-29 10:49:22.982,82.53,0,85,"[81, 82, 83, 85, 84, 84, 83, 84, 83, 82, 81, 82, 82, 81, 81]",5,5,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_068.mp4,2025-11-06 10:48:05.233,75.14,-13,83,"[82, 83, 81, 77, 75, 74, 75, 76, 77, 76, 73, 74, 73, 73, 72, 75, 78, 74, 71, 70, 69]",2,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_068.mp4,2025-11-20 08:03:10.044,76.39,-5,79,"[79, 79, 78, 77, 77, 78, 78, 79, 76, 75, 74, 75, 77, 76, 75, 74, 74, 74]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_068.mp4,2025-12-25 12:43:32.266,95.7,0,99,"[95, 98, 99, 98, 97, 95, 94, 93, 92, 94, 95, 95, 96, 98, 95, 96, 97, 96, 96, 95]",5,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_069.mp4,2025-10-15 16:55:53.315,71.95,-2,75,"[72, 70, 70, 70, 71, 73, 73, 73, 74, 75, 71, 70, 73, 75, 74, 72, 70, 73, 72, 70, 70]",4,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_069.mp4,2025-10-17 08:19:55.680,81.95,3,84,"[81, 84, 82, 81, 80, 81, 81, 81, 83, 84, 83, 83, 84, 83, 80, 80, 80, 82, 84]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_069.mp4,2025-11-06 09:00:45.145,76.09,-5,81,"[79, 77, 73, 74, 74, 72, 73, 74, 79, 81, 80, 79, 80, 80, 80, 79, 77, 75, 73, 73, 72, 72, 74]",4,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_069.mp4,2025-11-21 13:37:32.633,94.25,-3,98,"[98, 97, 94, 93, 93, 93, 92, 93, 96, 97, 96, 94, 92, 92, 93, 95]",3,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_070.mp4,2025-10-15 16:30:39.055,70.65,-7,78,"[76, 77, 78, 75, 71, 72, 73, 72, 71, 69, 67, 65, 66, 67, 69, 68, 69, 70, 69, 69]",3,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_070.mp4,2025-10-28 13:58:00.505,64.5,-11,73,"[73, 71, 70, 67, 67, 65, 64, 63, 62, 61, 63, 65, 65, 63, 62, 61, 62, 61, 63, 62]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_070.mp4,2025-10-29 11:15:15.794,81.21,11,89,"[73, 74, 77, 78, 76, 77, 77, 81, 82, 85, 84, 80, 82, 85, 87, 89, 87, 85, 84]",2,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_070.mp4,2025-11-21 12:50:55.715,92.42,-1,97,"[94, 93, 92, 91, 92, 93, 92, 94, 97, 92, 91, 90, 89, 90, 92, 93, 94, 94, 93]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_070.mp4,2025-12-09 14:09:22.463,102.58,-3,108,"[100, 100, 102, 104, 105, 103, 104, 104, 104, 107, 108, 107, 103, 103, 102, 100, 99, 97, 97]",1,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_071.mp4,2025-10-15 16:28:53.950,71.32,8,77,"[69, 69, 70, 70, 71, 73, 72, 69, 68, 67, 70, 71, 70, 71, 71, 75, 76, 76, 77]",2,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_071.mp4,2025-11-06 09:06:21.172,74.19,-7,79,"[79, 78, 73, 71, 70, 71, 72, 74, 74, 74, 74, 75, 73, 74, 76, 77, 76, 77, 75, 73, 72]",1,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_071.mp4,2025-11-21 13:16:54.631,83.84,-3,93,"[86, 88, 92, 93, 89, 88, 83, 82, 83, 82, 82, 79, 78, 81, 82, 82, 80, 80, 83]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_072.mp4,2025-10-15 16:35:56.547,70.74,-2,74,"[71, 73, 72, 73, 71, 69, 71, 73, 70, 67, 68, 70, 71, 70, 69, 70, 72, 71, 69, 71, 74, 73, 69]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
Nishant,TheFaultInOurStars_072.mp4,2025-10-17 09:16:37.785,84.3,10,89,"[79, 80, 80, 79, 79, 80, 82, 85, 86, 85, 85, 87, 86, 88, 86, 88, 84, 83, 85, 86, 89, 88, 89]",4,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
aritra,TheFaultInOurStars_072.mp4,2025-11-06 10:37:29.344,73.23,0,86,"[69, 70, 72, 78, 86, 83, 78, 70, 70, 71, 74, 77, 76, 74, 71, 71, 71, 71, 70, 70, 70, 69]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_072.mp4,2025-11-21 13:40:46.645,99.63,9,107,"[98, 97, 97, 96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100, 101, 102, 103, 105, 107]",1,1,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_072.mp4,2025-12-25 13:08:27.006,90.11,-1,95,"[94, 95, 94, 93, 92, 91, 88, 87, 88, 84, 82, 85, 87, 91, 94, 93, 91, 93]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_073.mp4,2025-10-15 17:05:37.932,72.07,-6,77,"[77, 74, 70, 71, 73, 74, 74, 72, 71, 71, 71, 71, 70, 71, 71]",5,3,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_073.mp4,2025-11-06 10:23:00.903,80.79,-14,90,"[89, 90, 87, 83, 81, 79, 81, 82, 81, 81, 80, 80, 79, 79, 78, 77, 77, 76, 75]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_073.mp4,2025-11-16 13:28:19.076,84.6,8,88,"[80, 81, 82, 84, 86, 84, 85, 85, 84, 84, 85, 86, 85, 86, 85, 85, 85, 86, 86, 88]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_073.mp4,2025-11-21 12:34:20.755,95.05,-3,98,"[98, 97, 96, 97, 97, 97, 96, 95, 95, 93, 92, 93, 93, 94, 96, 95, 95, 94, 93, 95]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
debjit2001,TheFaultInOurStars_074.mp4,2025-10-23 15:54:23.685,66.25,-6,72,"[70, 69, 70, 71, 72, 70, 69, 63, 62, 61, 62, 65, 68, 67, 66, 67, 64, 62, 63, 64]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_074.mp4,2025-10-28 15:16:27.877,76.85,-2,81,"[76, 77, 78, 79, 77, 73, 75, 78, 78, 81, 78, 75, 74]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_074.mp4,2025-11-21 12:57:00.589,88.0,-9,95,"[92, 91, 95, 95, 92, 90, 89, 88, 86, 83, 82, 82, 84, 83]",4,2,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_074.mp4,2025-12-25 12:50:29.880,98.0,-7,105,"[100, 100, 99, 100, 101, 101, 105, 103, 101, 100, 100, 100, 99, 95, 91, 90, 91, 93, 93]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_075.mp4,2025-10-23 15:39:51.944,64.85,-5,76,"[68, 66, 75, 71, 76, 73, 66, 62, 65, 63, 61, 58, 59, 58, 60, 62, 63, 64, 64, 63]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_075.mp4,2025-10-29 11:37:03.338,77.5,2,82,"[75, 76, 76, 76, 75, 75, 77, 80, 81, 82, 81, 80, 78, 76, 76, 77, 77, 77]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_075.mp4,2025-11-06 10:35:43.241,70.38,-12,81,"[81, 80, 73, 70, 69, 67, 65, 66, 68, 71, 70, 71, 69, 68, 69, 69]",4,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_075.mp4,2025-11-21 13:42:21.270,102.27,-5,108,"[102, 103, 105, 107, 108, 107, 107, 105, 99, 96, 95, 96, 98, 103, 108, 107, 106, 103, 102, 100, 96, 97]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_075.mp4,2025-12-25 12:45:05.606,99.39,4,107,"[96, 97, 96, 96, 95, 96, 97, 97, 98, 99, 100, 101, 106, 107, 104, 103, 101, 100]",5,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
debjit2001,TheFaultInOurStars_076.mp4,2025-10-15 17:28:51.825,67.09,7,79,"[64, 63, 59, 61, 62, 60, 64, 68, 69, 71, 69, 66, 63, 61, 62, 66, 73, 76, 79, 77, 72, 71]",2,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
aritra,TheFaultInOurStars_076.mp4,2025-10-28 13:47:20.007,66.55,-2,69,"[67, 68, 68, 67, 67, 67, 66, 65, 66, 67, 66, 65, 65, 65, 66, 68, 69, 68, 66, 65]",5,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
pranjal123,TheFaultInOurStars_076.mp4,2025-10-29 11:50:03.113,80.11,1,84,"[81, 83, 84, 81, 80, 79, 78, 76, 77, 78, 80, 79, 78, 79, 80, 83, 84, 82]",3,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_076.mp4,2025-11-21 13:33:41.281,97.06,-3,101,"[101, 99, 97, 97, 97, 96, 96, 95, 96, 98, 98, 99, 97, 95, 95, 96, 98]",5,5,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
Nishant,TheFaultInOurStars_077.mp4,2025-10-17 09:05:54.091,79.24,1,85,"[81, 80, 79, 80, 80, 79, 77, 76, 76, 78, 80, 82, 84, 85, 80, 76, 76, 77, 77, 79, 82]",4,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheFaultInOurStars
debjit2001,TheFaultInOurStars_077.mp4,2025-10-23 15:44:24.894,65.68,-3,72,"[65, 64, 66, 65, 67, 68, 65, 68, 69, 66, 65, 68, 71, 72, 63, 61, 62, 61, 62]",4,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheFaultInOurStars
pranjal123,TheFaultInOurStars_077.mp4,2025-10-29 10:46:49.209,82.0,0,84,"[82, 82, 81, 81, 79, 81, 82, 83, 84, 84, 83, 82, 82]",2,2,32.12,35.77,-1.38,23.72,30.29,-1.741,TheFaultInOurStars
aritra,TheFaultInOurStars_077.mp4,2025-11-06 10:50:48.454,73.5,-4,78,"[73, 75, 75, 74, 78, 75, 76, 77, 73, 71, 71, 75, 75, 71, 68, 69]",2,4,23.72,65.69,-1.073,18.25,70.8,-1.482,TheFaultInOurStars
sayantankuila,TheFaultInOurStars_077.mp4,2025-11-21 12:56:43.759,88.69,-6,95,"[88, 87, 88, 91, 92, 91, 95, 95, 92, 90, 89, 88, 86, 83, 82, 82]",1,1,43.43,67.88,-0.69,41.97,49.64,-1.201,TheFaultInOurStars
ajaycc17,TheFaultInOurStars_077.mp4,2025-12-09 13:59:12.969,103.6,-3,109,"[104, 103, 104, 104, 105, 106, 108, 109, 108, 102, 106, 104, 102, 98, 100, 101, 102, 101, 104, 101]",1,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheFaultInOurStars
Nishant,TheSpectacularNow_023.mp4,2025-10-17 08:43:25.255,84.21,3,88,"[82, 83, 82, 80, 82, 81, 81, 82, 85, 85, 87, 86, 85, 86, 87, 88, 87, 86, 85]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheSpectacularNow
debjit2001,TheSpectacularNow_023.mp4,2025-10-23 15:55:44.943,66.47,7,73,"[66, 67, 64, 62, 63, 64, 65, 63, 66, 67, 66, 67, 65, 67, 68, 69, 70, 71, 73]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheSpectacularNow
aritra,TheSpectacularNow_023.mp4,2025-11-06 09:04:55.356,75.33,-4,86,"[76, 75, 75, 76, 75, 73, 72, 74, 75, 76, 76, 78, 81, 86, 79, 78, 73, 71, 70, 71, 72]",1,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheSpectacularNow
sayantankuila,TheSpectacularNow_023.mp4,2025-11-21 13:38:39.752,97.39,0,104,"[97, 96, 94, 92, 92, 93, 95, 99, 101, 104, 102, 101, 101, 99, 98, 96, 96, 97]",3,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheSpectacularNow
ajaycc17,TheSpectacularNow_023.mp4,2025-12-25 13:21:06.690,96.24,2,100,"[98, 97, 96, 97, 98, 99, 98, 97, 98, 97, 95, 92, 91, 93, 93, 91, 93, 99, 100, 99, 100]",3,3,40.15,68.25,-0.409,36.86,55.47,-1.566,TheSpectacularNow
Nishant,TheSpectacularNow_068.mp4,2025-10-17 09:06:18.904,80.05,4,85,"[79, 77, 76, 76, 78, 80, 82, 84, 85, 80, 76, 76, 77, 77, 79, 82, 83, 84, 83, 84, 83]",2,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheSpectacularNow
debjit2001,TheSpectacularNow_068.mp4,2025-10-22 07:21:56.773,62.06,3,66,"[63, 64, 62, 58, 59, 61, 61, 59, 59, 60, 61, 62, 62, 64, 65, 65, 66, 66]",4,4,41.61,59.49,-0.62,36.86,33.94,-1.42,TheSpectacularNow
pranjal123,TheSpectacularNow_068.mp4,2025-10-29 11:17:43.906,78.22,-6,82,"[79, 79, 80, 81, 80, 73, 78, 81, 80, 79, 81, 82, 81, 80, 76, 73, 72, 73]",3,2,32.12,35.77,-1.38,23.72,30.29,-1.741,TheSpectacularNow
aritra,TheSpectacularNow_068.mp4,2025-11-06 10:29:24.165,78.53,-7,82,"[82, 82, 78, 76, 77, 76, 80, 81, 79, 78, 78, 79, 80, 77, 75]",2,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheSpectacularNow
sayantankuila,TheSpectacularNow_068.mp4,2025-11-21 13:40:29.970,98.35,4,102,"[97, 99, 98, 97, 97, 96, 98, 98, 97, 100, 98, 94, 99, 102, 101, 100, 101]",2,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheSpectacularNow
ajaycc17,TheSpectacularNow_068.mp4,2025-12-09 12:37:36.129,105.06,3,107,"[103, 105, 107, 105, 103, 104, 104, 104, 104, 105, 105, 106, 107, 106, 107, 106]",2,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheSpectacularNow
Nishant,TheTheoryOfEverything_001.mp4,2025-10-17 09:24:32.267,81.78,-3,88,"[84, 82, 79, 77, 78, 79, 80, 86, 88, 84, 81, 80, 84, 82, 81, 84, 82, 81]",3,3,31.75,60.95,-1.266,44.16,61.31,-0.836,TheTheoryOfEverything
pranjal123,TheTheoryOfEverything_001.mp4,2025-10-29 11:06:41.585,78.62,-9,84,"[82, 80, 77, 77, 77, 78, 79, 83, 84, 79, 77, 80, 79, 77, 76, 73]",5,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheTheoryOfEverything
aritra,TheTheoryOfEverything_001.mp4,2025-11-06 10:30:23.719,78.75,-6,88,"[80, 81, 79, 78, 78, 79, 80, 77, 75, 75, 76, 81, 86, 88, 87, 83, 74, 71, 73, 74]",3,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheTheoryOfEverything
ajaycc17,TheTheoryOfEverything_001.mp4,2025-11-16 13:34:45.400,83.05,-5,89,"[89, 85, 83, 82, 84, 85, 86, 85, 82, 83, 84, 84, 80, 78, 77, 78, 82, 85, 85, 84]",4,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheTheoryOfEverything
sayantankuila,TheTheoryOfEverything_001.mp4,2025-11-21 12:26:06.730,92.94,-1,95,"[95, 95, 95, 95, 94, 95, 93, 88, 86, 87, 90, 95, 95, 95, 95, 94]",4,4,43.43,67.88,-0.69,41.97,49.64,-1.201,TheTheoryOfEverything
Nishant,TheTheoryOfEverything_003.mp4,2025-10-17 09:56:19.115,80.76,6,85,"[78, 76, 78, 80, 80, 78, 78, 79, 79, 81, 83, 84, 83, 83, 84, 85, 84]",3,4,31.75,60.95,-1.266,44.16,61.31,-0.836,TheTheoryOfEverything
debjit2001,TheTheoryOfEverything_003.mp4,2025-10-23 16:00:26.857,68.05,-6,74,"[70, 69, 67, 68, 65, 66, 63, 64, 66, 68, 69, 68, 69, 71, 73, 74, 70, 69, 64]",3,1,41.61,59.49,-0.62,36.86,33.94,-1.42,TheTheoryOfEverything
aritra,TheTheoryOfEverything_003.mp4,2025-10-28 15:42:47.106,74.22,-4,78,"[76, 78, 78, 75, 73, 72, 73, 73, 75, 74, 73, 74, 76, 75, 74, 73, 72, 72]",3,1,23.72,65.69,-1.073,18.25,70.8,-1.482,TheTheoryOfEverything
pranjal123,TheTheoryOfEverything_003.mp4,2025-10-29 11:08:37.799,77.14,4,81,"[73, 74, 77, 78, 75, 73, 75, 78, 77, 72, 76, 80, 78, 79, 79, 78, 80, 81, 80, 79, 78, 77]",4,3,32.12,35.77,-1.38,23.72,30.29,-1.741,TheTheoryOfEverything
sayantankuila,TheTheoryOfEverything_003.mp4,2025-11-21 13:16:00.657,85.14,-3,93,"[82, 84, 86, 87, 86, 84, 83, 84, 85, 86, 88, 92, 93, 89, 88, 83, 82, 83, 82, 82, 79]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheTheoryOfEverything
ajaycc17,TheTheoryOfEverything_003.mp4,2025-12-09 12:49:19.046,102.25,-1,109,"[102, 104, 109, 106, 104, 102, 99, 99, 98, 99, 100, 103, 103, 102, 103, 106, 102, 101, 102, 101]",3,2,40.15,68.25,-0.409,36.86,55.47,-1.566,TheTheoryOfEverything
debjit2001,TheTheoryOfEverything_005.mp4,2025-10-15 16:49:07.322,70.91,-5,77,"[77, 75, 72, 68, 67, 70, 69, 70, 69, 70, 71, 70, 69, 68, 70, 71, 72, 73, 75, 73, 71, 69, 72]",4,2,41.61,59.49,-0.62,36.86,33.94,-1.42,TheTheoryOfEverything
Nishant,TheTheoryOfEverything_005.mp4,2025-10-17 09:52:03.728,79.83,4,84,"[78, 78, 77, 77, 77, 78, 79, 81, 83, 84, 83, 80, 79, 78, 79, 81, 83, 82]",3,2,31.75,60.95,-1.266,44.16,61.31,-0.836,TheTheoryOfEverything
pranjal123,TheTheoryOfEverything_005.mp4,2025-10-29 11:28:19.628,75.07,-1,77,"[74, 74, 75, 77, 77, 77, 76, 74, 74, 75, 75, 76, 75, 74, 73]",4,4,32.12,35.77,-1.38,23.72,30.29,-1.741,TheTheoryOfEverything
aritra,TheTheoryOfEverything_005.mp4,2025-11-06 08:46:35.137,78.37,-9,86,"[85, 84, 86, 84, 83, 80, 76, 76, 74, 73, 76, 75, 75, 77, 79, 78, 76, 76, 76]",2,2,23.72,65.69,-1.073,18.25,70.8,-1.482,TheTheoryOfEverything
sayantankuila,TheTheoryOfEverything_005.mp4,2025-11-21 13:07:07.292,85.21,-5,92,"[92, 90, 90, 91, 90, 88, 81, 77, 80, 83, 84, 82, 83, 85, 82, 83, 85, 86, 87]",4,3,43.43,67.88,-0.69,41.97,49.64,-1.201,TheTheoryOfEverything
